freqpweek,freq_car,dist_to_pub,own_car,own_motob,own_bike,own_ebike,opinion_ban_code,aware_ban_no,aware_ban_yes,vehic_bus,vehic_car,vehic_ebike,vehic_moto,vehic_taxi,vehic_tram,vehic_walk,fut_veh_car,fut_veh_ebike,fut_veh_moto,fut_veh_no
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
2,8,500,2,2,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
5.5,8,170,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0
